quadro,alvo,x,y
399,"the white cup",394.3,148.8
399,"the coffee dripper",360.4,48.0
400,"the white cup",394.3,145.9
400,"the coffee dripper",363.8,48.0
401,"the white cup",394.3,145.9
401,"the coffee dripper",360.4,48.0
402,"the white cup",363.8,48.0
402,"the coffee dripper",360.4,48.0
403,"the white cup",394.3,145.9
403,"the coffee dripper",363.8,48.0
404,"the white cup",394.3,145.9
404,"the coffee dripper",363.8,49.9
405,"the white cup",394.3,145.9
405,"the coffee dripper",360.4,49.9
406,"the white cup",394.3,51.8
406,"the coffee dripper",368.9,51.8
407,"the white cup",394.3,145.9
407,"the coffee dripper",360.4,49.9
408,"the white cup",394.3,145.9
408,"the coffee dripper",360.4,48.0
409,"the white cup",394.3,145.9
409,"the coffee dripper",360.4,48.0
410,"the white cup",394.3,145.9
410,"the coffee dripper",360.4,49.9
411,"the white cup",394.3,145.9
411,"the coffee dripper",360.4,48.0
412,"the white cup",394.3,49.9
412,"the coffee dripper",363.8,48.0
413,"the white cup",394.3,145.9
413,"the coffee dripper",360.4,48.0
414,"the white cup",394.3,144.0
414,"the coffee dripper",309.5,124.8
415,"the white cup",394.3,144.0
415,"the coffee dripper",368.9,51.8
416,"the white cup",394.3,144.0
416,"the coffee dripper",360.4,48.0
417,"the white cup",394.3,144.0
417,"the coffee dripper",363.8,48.0
418,"the white cup",402.8,148.8
418,"the coffee dripper",360.4,48.0
419,"the white cup",394.3,144.0
419,"the coffee dripper",360.4,48.0
420,"the white cup",394.3,145.9
420,"the coffee dripper",360.4,48.0
421,"the white cup",394.3,145.9
421,"the coffee dripper",360.4,48.0
422,"the white cup",394.3,148.8
422,"the coffee dripper",368.9,49.9
423,"the white cup",394.3,148.8
423,"the coffee dripper",360.4,49.9
424,"the white cup",394.3,148.8
424,"the coffee dripper",385.8,51.8
425,"the white cup",394.3,144.0
425,"the coffee dripper",385.8,55.2
426,"the white cup",394.3,136.8
426,"the coffee dripper",385.8,51.8
427,"the white cup",394.3,136.8
427,"the coffee dripper",385.8,127.2
428,"the white cup",394.3,145.9
428,"the coffee dripper",368.9,48.0
429,"the white cup",394.3,145.9
429,"the coffee dripper",368.9,49.9
430,"the white cup",394.3,136.8
430,"the coffee dripper",385.8,138.2
431,"the white cup",385.8,138.2
431,"the coffee dripper",385.8,127.2
432,"the white cup",394.3,145.9
432,"the coffee dripper",360.4,48.0
433,"the white cup",394.3,138.2
433,"the coffee dripper",309.5,124.8
434,"the white cup",394.3,152.2
434,"the coffee dripper",360.4,48.0
435,"the white cup",394.3,159.8
435,"the coffee dripper",360.4,48.0
436,"the white cup",394.3,148.8
436,"the coffee dripper",360.4,48.0
437,"the white cup",394.3,156.0
437,"the coffee dripper",360.4,48.0
438,"the white cup",394.3,148.8
438,"the coffee dripper",360.4,48.0
439,"the white cup",394.3,159.8
439,"the coffee dripper",360.4,48.0
440,"the white cup",394.3,159.8
440,"the coffee dripper",360.4,48.0
441,"the white cup",394.3,159.8
441,"the coffee dripper",360.4,48.0
442,"the white cup",394.3,159.8
442,"the coffee dripper",360.4,48.0
443,"the white cup",394.3,159.8
443,"the coffee dripper",360.4,48.0
444,"the white cup",394.3,159.8
444,"the coffee dripper",360.4,48.0
445,"the white cup",394.3,169.9
445,"the coffee dripper",360.4,48.0
446,"the white cup",394.3,169.9
446,"the coffee dripper",360.4,49.9
447,"the white cup",394.3,169.9
447,"the coffee dripper",360.4,48.0
448,"the white cup",394.3,169.9
448,"the coffee dripper",360.4,48.0
449,"the white cup",394.3,169.9
449,"the coffee dripper",360.4,49.9
450,"the white cup",363.8,49.9
450,"the coffee dripper",360.4,48.0
451,"the white cup",363.8,49.9
451,"the coffee dripper",360.4,49.9
452,"the white cup",363.8,48.0
452,"the coffee dripper",360.4,49.9
453,"the white cup",394.3,172.8
453,"the coffee dripper",351.9,49.9
454,"the white cup",364.6,49.9
454,"the coffee dripper",318.0,138.2
455,"the white cup",364.6,51.8
455,"the coffee dripper",309.5,90.2
456,"the white cup",394.3,169.9
456,"the coffee dripper",360.4,51.8
457,"the white cup",394.3,169.9
457,"the coffee dripper",360.4,49.9
458,"the white cup",394.3,169.9
458,"the coffee dripper",360.4,49.9
459,"the white cup",394.3,169.9
459,"the coffee dripper",360.4,49.9
460,"the white cup",363.8,49.9
460,"the coffee dripper",309.5,90.2
461,"the white cup",364.6,51.8
461,"the coffee dripper",309.5,94.1
462,"the white cup",363.8,49.9
462,"the coffee dripper",360.4,49.9
463,"the white cup",363.8,49.9
463,"the coffee dripper",343.4,49.9
464,"the white cup",363.8,49.9
464,"the coffee dripper",360.4,49.9
465,"the white cup",363.8,49.9
465,"the coffee dripper",360.4,49.9
466,"the white cup",364.6,49.9
466,"the coffee dripper",360.4,49.9
467,"the white cup",364.6,49.9
467,"the coffee dripper",360.4,48.0
468,"the white cup",363.8,49.9
468,"the coffee dripper",360.4,49.9
469,"the white cup",364.6,49.9
469,"the coffee dripper",351.9,49.9
470,"the white cup",363.8,49.9
470,"the coffee dripper",360.4,49.9
471,"the white cup",363.8,49.9
471,"the coffee dripper",360.4,49.9
472,"the white cup",364.6,49.9
472,"the coffee dripper",360.4,49.9
473,"the white cup",363.8,49.9
473,"the coffee dripper",360.4,49.9
474,"the white cup",360.4,49.9
474,"the coffee dripper",360.4,49.9
475,"the white cup",363.8,49.9
475,"the coffee dripper",360.4,49.9
476,"the white cup",360.4,49.9
476,"the coffee dripper",351.9,49.9
477,"the white cup",363.8,49.9
477,"the coffee dripper",360.4,49.9
478,"the white cup",360.4,48.0
478,"the coffee dripper",360.4,48.0
479,"the white cup",363.8,48.0
479,"the coffee dripper",343.4,49.9
480,"the white cup",363.8,51.8
480,"the coffee dripper",343.4,66.2
481,"the white cup",363.8,51.8
481,"the coffee dripper",351.9,50.9
482,"the white cup",363.8,49.9
482,"the coffee dripper",351.9,49.9
483,"the white cup",363.8,49.9
483,"the coffee dripper",360.4,49.9
484,"the white cup",363.8,49.9
484,"the coffee dripper",351.9,49.9
485,"the white cup",363.8,49.9
485,"the coffee dripper",351.9,49.9
486,"the white cup",363.8,49.9
486,"the coffee dripper",360.4,49.9
487,"the white cup",363.8,48.0
487,"the coffee dripper",351.9,49.9
488,"the white cup",363.8,48.0
488,"the coffee dripper",360.4,48.0
489,"the white cup",364.6,48.0
489,"the coffee dripper",360.4,48.0
490,"the white cup",363.8,49.9
490,"the coffee dripper",360.4,49.9
491,"the white cup",363.8,49.9
491,"the coffee dripper",360.4,48.0
492,"the white cup",364.6,48.0
492,"the coffee dripper",343.4,49.9
493,"the white cup",363.8,48.0
493,"the coffee dripper",351.9,48.0
494,"the white cup",360.4,49.9
494,"the coffee dripper",351.9,49.9
495,"the white cup",363.8,49.9
495,"the coffee dripper",351.9,48.0
496,"the white cup",364.6,49.9
496,"the coffee dripper",360.4,49.9
497,"the white cup",394.3,169.9
497,"the coffee dripper",360.4,49.9
498,"the white cup",394.3,169.9
498,"the coffee dripper",360.4,48.0
499,"the white cup",394.3,169.9
499,"the coffee dripper",360.4,49.9
500,"the white cup",394.3,169.9
500,"the coffee dripper",309.5,121.9
501,"the white cup",394.3,169.9
501,"the coffee dripper",363.8,49.9
502,"the white cup",363.8,51.8
502,"the coffee dripper",360.4,49.9
503,"the white cup",360.4,51.8
503,"the coffee dripper",360.4,49.9
504,"the white cup",394.3,169.9
504,"the coffee dripper",360.4,49.9
505,"the white cup",363.8,49.9
505,"the coffee dripper",309.5,124.8
506,"the white cup",363.8,48.0
506,"the coffee dripper",360.4,48.0
507,"the white cup",363.8,48.0
507,"the coffee dripper",360.4,48.0
508,"the white cup",363.8,49.9
508,"the coffee dripper",360.4,49.9
509,"the white cup",360.4,49.9
509,"the coffee dripper",360.4,49.9
510,"the white cup",363.8,49.9
510,"the coffee dripper",360.4,49.9
511,"the white cup",360.4,49.9
511,"the coffee dripper",360.4,50.9
512,"the white cup",360.4,49.9
512,"the coffee dripper",309.5,121.9
513,"the white cup",360.4,48.0
513,"the coffee dripper",360.4,49.9
514,"the white cup",363.8,48.0
514,"the coffee dripper",360.4,48.0
515,"the white cup",360.4,48.0
515,"the coffee dripper",360.4,48.0
516,"the white cup",360.4,48.0
516,"the coffee dripper",360.4,50.9
517,"the white cup",360.4,49.9
517,"the coffee dripper",360.4,49.9
518,"the white cup",363.8,49.9
518,"the coffee dripper",360.4,49.9
519,"the white cup",363.8,49.9
519,"the coffee dripper",360.4,49.9
520,"the white cup",360.4,49.9
520,"the coffee dripper",360.4,49.9
521,"the white cup",360.4,49.9
521,"the coffee dripper",360.4,50.9
522,"the white cup",360.4,49.9
522,"the coffee dripper",360.4,50.9
523,"the white cup",360.4,49.9
523,"the coffee dripper",309.5,121.9
524,"the white cup",360.4,49.9
524,"the coffee dripper",360.4,51.8
525,"the white cup",360.4,49.9
525,"the coffee dripper",360.4,51.8
526,"the white cup",363.8,49.9
526,"the coffee dripper",360.4,49.9
527,"the white cup",363.8,49.9
527,"the coffee dripper",360.4,49.9
528,"the white cup",360.4,49.9
528,"the coffee dripper",309.5,103.2
529,"the white cup",364.6,49.9
529,"the coffee dripper",360.4,49.9
530,"the white cup",364.6,49.9
530,"the coffee dripper",360.4,49.9
531,"the white cup",364.6,49.9
531,"the coffee dripper",309.5,96.0
532,"the white cup",364.6,48.0
532,"the coffee dripper",360.4,49.9
533,"the white cup",364.6,48.0
533,"the coffee dripper",318.0,124.8
534,"the white cup",364.6,48.0
534,"the coffee dripper",360.4,48.0
535,"the white cup",368.9,48.0
535,"the coffee dripper",343.4,62.9
536,"the white cup",364.6,48.0
536,"the coffee dripper",360.4,48.0
537,"the white cup",364.6,49.9
537,"the coffee dripper",351.9,48.0
538,"the white cup",364.6,50.9
538,"the coffee dripper",360.4,50.9
539,"the white cup",364.6,49.9
539,"the coffee dripper",360.4,48.0
540,"the white cup",364.6,49.9
540,"the coffee dripper",360.4,48.0
541,"the white cup",364.6,49.9
541,"the coffee dripper",360.4,49.9
542,"the white cup",364.6,49.9
542,"the coffee dripper",360.4,48.0
543,"the white cup",364.6,50.9
543,"the coffee dripper",360.4,48.0
544,"the white cup",364.6,49.9
544,"the coffee dripper",363.8,48.0
545,"the white cup",364.6,50.9
545,"the coffee dripper",363.8,48.0
546,"the white cup",368.9,49.9
546,"the coffee dripper",364.6,49.9
547,"the white cup",369.7,49.9
547,"the coffee dripper",368.9,48.0
548,"the white cup",368.9,49.9
548,"the coffee dripper",309.5,90.2
549,"the white cup",368.9,49.9
549,"the coffee dripper",309.5,122.9
550,"the white cup",368.9,48.0
550,"the coffee dripper",309.5,88.8
551,"the white cup",368.9,49.9
551,"the coffee dripper",363.8,48.0
552,"the white cup",364.6,49.9
552,"the coffee dripper",363.8,49.9
553,"the white cup",368.9,49.9
553,"the coffee dripper",360.4,48.0
554,"the white cup",364.6,49.9
554,"the coffee dripper",360.4,50.9
555,"the white cup",364.6,49.9
555,"the coffee dripper",360.4,50.9
556,"the white cup",364.6,49.9
556,"the coffee dripper",360.4,50.9
557,"the white cup",364.6,49.9
557,"the coffee dripper",360.4,50.9
558,"the white cup",394.3,183.8
558,"the coffee dripper",360.4,48.0
559,"the white cup",385.8,186.2
559,"the coffee dripper",360.4,49.9
560,"the white cup",364.6,49.9
560,"the coffee dripper",360.4,50.9
561,"the white cup",364.6,49.9
561,"the coffee dripper",360.4,51.8
562,"the white cup",385.8,186.2
562,"the coffee dripper",360.4,49.9
563,"the white cup",394.3,186.2
563,"the coffee dripper",360.4,49.9
564,"the white cup",364.6,49.9
564,"the coffee dripper",360.4,48.0
565,"the white cup",385.8,186.2
565,"the coffee dripper",360.4,49.9
566,"the white cup",394.3,193.9
566,"the coffee dripper",363.8,50.9
567,"the white cup",394.3,193.9
567,"the coffee dripper",360.4,50.9
568,"the white cup",385.8,49.9
568,"the coffee dripper",360.4,50.9
569,"the white cup",385.8,51.8
569,"the coffee dripper",363.8,50.9
570,"the white cup",385.8,186.2
570,"the coffee dripper",360.4,48.0
571,"the white cup",385.8,186.2
571,"the coffee dripper",360.4,48.0
572,"the white cup",385.8,187.2
572,"the coffee dripper",360.4,49.9
573,"the white cup",385.8,193.9
573,"the coffee dripper",360.4,49.9
574,"the white cup",364.6,49.9
574,"the coffee dripper",351.9,49.9
575,"the white cup",364.6,49.9
575,"the coffee dripper",360.4,50.9
576,"the white cup",364.6,48.0
576,"the coffee dripper",360.4,49.9
577,"the white cup",364.6,48.0
577,"the coffee dripper",360.4,49.9
578,"the white cup",394.3,193.9
578,"the coffee dripper",360.4,49.9
579,"the white cup",385.8,190.1
579,"the coffee dripper",360.4,49.9
580,"the white cup",385.8,190.1
580,"the coffee dripper",360.4,49.9
581,"the white cup",385.8,193.9
581,"the coffee dripper",360.4,50.9
582,"the white cup",385.8,190.1
582,"the coffee dripper",360.4,50.9
583,"the white cup",385.8,190.1
583,"the coffee dripper",360.4,50.9
584,"the white cup",364.6,49.9
584,"the coffee dripper",360.4,48.0
585,"the white cup",364.6,49.9
585,"the coffee dripper",360.4,48.0
586,"the white cup",385.8,190.1
586,"the coffee dripper",360.4,48.0
587,"the white cup",385.8,190.1
587,"the coffee dripper",360.4,50.9
588,"the white cup",385.8,190.1
588,"the coffee dripper",360.4,50.9
589,"the white cup",385.8,190.1
589,"the coffee dripper",360.4,50.9
590,"the white cup",385.8,193.9
590,"the coffee dripper",360.4,49.9
591,"the white cup",385.8,193.9
591,"the coffee dripper",360.4,50.9
592,"the white cup",364.6,49.9
592,"the coffee dripper",360.4,50.9
593,"the white cup",364.6,50.9
593,"the coffee dripper",360.4,50.9
594,"the white cup",385.8,190.1
594,"the coffee dripper",360.4,49.9
595,"the white cup",385.8,190.1
595,"the coffee dripper",360.4,50.9
596,"the white cup",364.6,48.0
596,"the coffee dripper",364.6,48.0
597,"the white cup",364.6,48.0
597,"the coffee dripper",363.8,48.0
598,"the white cup",385.8,190.1
598,"the coffee dripper",360.4,48.0
599,"the white cup",385.8,186.2
599,"the coffee dripper",309.5,94.1
600,"the white cup",364.6,49.9
600,"the coffee dripper",360.4,49.9
601,"the white cup",364.6,49.9
601,"the coffee dripper",360.4,48.0
602,"the white cup",363.8,49.9
602,"the coffee dripper",360.4,48.0
603,"the white cup",385.8,49.9
603,"the coffee dripper",360.4,48.0
604,"the white cup",385.8,190.1
604,"the coffee dripper",360.4,49.9
605,"the white cup",385.8,190.1
605,"the coffee dripper",360.4,49.9
606,"the white cup",363.8,49.9
606,"the coffee dripper",360.4,50.9
607,"the white cup",364.6,48.0
607,"the coffee dripper",360.4,49.9
608,"the white cup",385.8,187.2
608,"the coffee dripper",360.4,48.0
609,"the white cup",385.8,190.1
609,"the coffee dripper",360.4,48.0
610,"the white cup",385.8,49.9
610,"the coffee dripper",360.4,48.0
611,"the white cup",385.8,193.9
611,"the coffee dripper",360.4,48.0
612,"the white cup",385.8,193.9
612,"the coffee dripper",360.4,48.0
613,"the white cup",385.8,193.9
613,"the coffee dripper",360.4,48.0
614,"the white cup",364.6,48.0
614,"the coffee dripper",322.2,121.9
615,"the white cup",385.8,49.9
615,"the coffee dripper",360.4,50.9
616,"the white cup",385.8,49.9
616,"the coffee dripper",360.4,49.9
617,"the white cup",385.8,49.9
617,"the coffee dripper",360.4,49.9
618,"the white cup",385.8,49.9
618,"the coffee dripper",360.4,48.0
619,"the white cup",385.8,193.9
619,"the coffee dripper",360.4,48.0
620,"the white cup",385.8,190.1
620,"the coffee dripper",360.4,48.0
621,"the white cup",385.8,190.1
621,"the coffee dripper",360.4,49.9
622,"the white cup",385.8,190.1
622,"the coffee dripper",360.4,48.0
623,"the white cup",385.8,190.1
623,"the coffee dripper",360.4,48.0
624,"the white cup",364.6,48.0
624,"the coffee dripper",360.4,50.9
625,"the white cup",385.8,49.9
625,"the coffee dripper",360.4,50.9
626,"the white cup",385.8,49.9
626,"the coffee dripper",360.4,48.0
627,"the white cup",385.8,49.9
627,"the coffee dripper",360.4,48.0
628,"the white cup",385.8,190.1
628,"the coffee dripper",360.4,48.0
629,"the white cup",385.8,190.1
629,"the coffee dripper",360.4,49.9
630,"the white cup",385.8,190.1
630,"the coffee dripper",360.4,49.9
631,"the white cup",390.1,193.9
631,"the coffee dripper",360.4,49.9
632,"the white cup",385.8,49.9
632,"the coffee dripper",360.4,49.9
633,"the white cup",385.8,190.1
633,"the coffee dripper",360.4,50.9
634,"the white cup",385.8,49.9
634,"the coffee dripper",309.5,121.9
635,"the white cup",364.6,49.9
635,"the coffee dripper",309.5,121.9
636,"the white cup",363.8,48.0
636,"the coffee dripper",360.4,49.9
637,"the white cup",363.8,49.9
637,"the coffee dripper",360.4,49.9
638,"the white cup",364.6,49.9
638,"the coffee dripper",360.4,49.9
639,"the white cup",364.6,49.9
639,"the coffee dripper",360.4,49.9
640,"the white cup",364.6,49.9
640,"the coffee dripper",360.4,50.9
641,"the white cup",364.6,49.9
641,"the coffee dripper",360.4,50.9
642,"the white cup",364.6,49.9
642,"the coffee dripper",360.4,50.9
643,"the white cup",364.6,49.9
643,"the coffee dripper",360.4,50.9
644,"the white cup",364.6,50.9
644,"the coffee dripper",360.4,50.9
645,"the white cup",363.8,50.9
645,"the coffee dripper",360.4,49.9
646,"the white cup",385.8,49.9
646,"the coffee dripper",360.4,48.0
647,"the white cup",364.6,48.0
647,"the coffee dripper",360.4,49.9
648,"the white cup",385.8,190.1
648,"the coffee dripper",360.4,48.0
649,"the white cup",385.8,190.1
649,"the coffee dripper",360.4,48.0
650,"the white cup",385.8,190.1
650,"the coffee dripper",360.4,49.9
651,"the white cup",385.8,190.1
651,"the coffee dripper",360.4,49.9
652,"the white cup",364.6,49.9
652,"the coffee dripper",360.4,51.8
653,"the white cup",364.6,49.9
653,"the coffee dripper",360.4,51.8
654,"the white cup",364.6,49.9
654,"the coffee dripper",360.4,49.9
655,"the white cup",364.6,50.9
655,"the coffee dripper",360.4,50.9
656,"the white cup",364.6,50.9
656,"the coffee dripper",360.4,49.9
657,"the white cup",364.6,50.9
657,"the coffee dripper",360.4,50.9
658,"the white cup",364.6,49.9
658,"the coffee dripper",360.4,50.9
659,"the white cup",385.8,49.9
659,"the coffee dripper",360.4,49.9
660,"the white cup",364.6,50.9
660,"the coffee dripper",360.4,50.9
661,"the white cup",385.8,190.1
661,"the coffee dripper",360.4,50.9
662,"the white cup",385.8,49.9
662,"the coffee dripper",360.4,50.9
663,"the white cup",385.8,49.9
663,"the coffee dripper",360.4,50.9
664,"the white cup",385.8,190.1
664,"the coffee dripper",360.4,50.9
665,"the white cup",385.8,49.9
665,"the coffee dripper",360.4,49.9
666,"the white cup",385.8,190.1
666,"the coffee dripper",360.4,49.9
667,"the white cup",385.8,190.1
667,"the coffee dripper",360.4,48.0
668,"the white cup",385.8,49.9
668,"the coffee dripper",360.4,50.9
669,"the white cup",385.8,190.1
669,"the coffee dripper",360.4,49.9
670,"the white cup",385.8,190.1
670,"the coffee dripper",360.4,50.9
671,"the white cup",385.8,190.1
671,"the coffee dripper",360.4,49.9
672,"the white cup",385.8,190.1
672,"the coffee dripper",360.4,49.9
673,"the white cup",385.8,190.1
673,"the coffee dripper",360.4,50.9
674,"the white cup",385.8,190.1
674,"the coffee dripper",360.4,50.9
675,"the white cup",385.8,190.1
675,"the coffee dripper",360.4,50.9
676,"the white cup",385.8,190.1
676,"the coffee dripper",360.4,49.9
677,"the white cup",385.8,49.9
677,"the coffee dripper",360.4,49.9
678,"the white cup",385.8,190.1
678,"the coffee dripper",360.4,50.9
679,"the white cup",385.8,49.9
679,"the coffee dripper",360.4,50.9
680,"the white cup",385.8,49.9
680,"the coffee dripper",360.4,48.0
681,"the white cup",385.8,49.9
681,"the coffee dripper",363.8,49.9
682,"the white cup",385.8,193.9
682,"the coffee dripper",360.4,49.9
683,"the white cup",385.8,190.1
683,"the coffee dripper",360.4,49.9
684,"the white cup",385.8,190.1
684,"the coffee dripper",360.4,50.9
685,"the white cup",385.8,190.1
685,"the coffee dripper",360.4,48.0
686,"the white cup",385.8,49.9
686,"the coffee dripper",360.4,48.0
687,"the white cup",385.8,49.9
687,"the coffee dripper",360.4,48.0
688,"the white cup",385.8,193.9
688,"the coffee dripper",360.4,48.0
689,"the white cup",385.8,190.1
689,"the coffee dripper",360.4,50.9
690,"the white cup",385.8,49.9
690,"the coffee dripper",360.4,48.0
691,"the white cup",385.8,49.9
691,"the coffee dripper",360.4,48.0
692,"the white cup",385.8,193.9
692,"the coffee dripper",360.4,49.9
693,"the white cup",385.8,49.9
693,"the coffee dripper",360.4,49.9
694,"the white cup",385.8,190.1
694,"the coffee dripper",360.4,49.9
695,"the white cup",385.8,190.1
695,"the coffee dripper",360.4,49.9
696,"the white cup",385.8,190.1
696,"the coffee dripper",360.4,49.9
697,"the white cup",385.8,190.1
697,"the coffee dripper",360.4,49.9
698,"the white cup",385.8,190.1
698,"the coffee dripper",360.4,50.9
699,"the white cup",385.8,190.1
699,"the coffee dripper",360.4,48.0
700,"the white cup",385.8,193.9
700,"the coffee dripper",360.4,48.0
701,"the white cup",385.8,190.1
701,"the coffee dripper",360.4,48.0
702,"the white cup",364.6,48.0
702,"the coffee dripper",360.4,50.9
703,"the white cup",385.8,190.1
703,"the coffee dripper",360.4,48.0
704,"the white cup",385.8,190.1
704,"the coffee dripper",360.4,50.9
705,"the white cup",385.8,186.2
705,"the coffee dripper",360.4,49.9
706,"the white cup",385.8,190.1
706,"the coffee dripper",360.4,50.9
707,"the white cup",385.8,190.1
707,"the coffee dripper",360.4,50.9
708,"the white cup",385.8,190.1
708,"the coffee dripper",360.4,49.9
709,"the white cup",385.8,190.1
709,"the coffee dripper",360.4,49.9
710,"the white cup",385.8,190.1
710,"the coffee dripper",360.4,48.0
711,"the white cup",385.8,190.1
711,"the coffee dripper",360.4,49.9
712,"the white cup",394.3,193.9
712,"the coffee dripper",360.4,49.9
